epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,440.093,1.73771,8.66676,0.94324,0.00124,0.05544,0.00157,0.00124,1.38952,45.3131,0.62221,1.39908e-05,1.39908e-05,1.39908e-05
